"ModuloId";"Nome";"Url"
"{FBFE9C06-0BEC-4478-A338-0D1EF7522CC7}";"Fotos";"admFotos.aspx"
"{33F3F43B-D249-44A7-AB25-5DD300BA39F4}";"Cotacao";"admTipoCotacao.aspx"
"{E149CAAE-FE00-442E-9324-603DC86741E8}";"Categorias";"admCategoria.aspx"
"{00360ABE-7068-4CFE-A4E0-82CCFFED5E0A}";"Cias A‚reas";"admCiaaerea.aspx"
"{93809CB3-58B9-40A6-983D-9EAE9B27E269}";"Moeda";"admMoeda.aspx"
"{FAE360E0-97ED-4E9D-9F46-A56D8E3089F9}";"NewsLetter";"admInformativo.aspx"
"{A8915CB6-E727-4F17-BB04-C0A348191F2E}";"Cambio";"admCambioMais.aspx"
"{F0FFEC6B-C031-486D-9288-E19CF30BEB7A}";"Cambio";"admCambio.aspx"
